comments;source;label
kameramen nya gak bnr ini ambil gambar nya;youtube;neutral
mu lg terjangkit dna kalah;news;negative
teruk betul mu skrg ni benar benar parah;youtube;negative
di bubarin pun saya tetap manchester united forever;tiktok;negative
mending mu nya indo dari pada mu nya eropa;tiktok;negative
laga dimana mau nganggu agenda timnas tapi gak jadi wwkwj ada ada aja caranya aff ganggu agenda fifa timnas;youtube;negative
gapapa kalah yang penting pemain aing main;tiktok;negative
matnif macam biasa mu tetap hina;tiktok;negative
setan merah sekarang jadi setan pasar malam hhhhhh;tiktok;negative
yg bikin bingung mu cuma kalah;tiktok;negative
bang lu pergi malaysia ya;tiktok;neutral
asean all star menang;tiktok;negative
kayak lawan tarkam juga kalah ni tim;tiktok;negative
sekelas emyu bsa ditaklukkan;tiktok;negative
bahkan untuk mendapatkan tropi asean pu mu gugur sang setan merah yang dulu masih tertidur di dalam kegelapan kelam ternyata;tiktok;negative
mu fokus main tarkam anj;tiktok;negative
jadi badut;tiktok;negative
kalo kata gw mah ini club gausah maen di premier league;tiktok;negative
mending maen di tarkam;tiktok;negative
akun tidak di temukan;tiktok;neutral
kasian bgtt lu bg;tiktok;negative
asean allstars boys be like a bro bagi nomor wa lu dongb ada nih bentar ya gw ngalahin emyu dulua oke jgn lama yab nih bro bikinin grup sekalian ya;youtube;negative
semenjak legend owen neved roony dan pan persi sterlingsampai sekarang macester united kehilangan permainan ya;youtube;negative
menang merayakan;tiktok;neutral
mu kyk monster anjirr gimna europe all star mau menang lawannya aja robot semua;tiktok;negative
yaa ahahahhahhahahhahhah nyeri tapi te berdarah aing mah isin sekals garnaco be geh di kantongan ku kakang hadehh isin mang isin;tiktok;negative
jangan bang nanti degradasi ke liga;youtube;negative
ini salah malaysia pasti pake coach malaysia;tiktok;neutral
asean allstars aja klub baru bangkit bisa ngalahin mu;tiktok;negative
level mediokernya sudah melebihi batas;news;negative
jangan ngga makan ya;tiktok;neutral
alhamdulillah menang;tiktok;neutral
badut epl;youtube;negative
bangga full sedih gw cok gw fans mu tapi gw juga mau dukung asean;tiktok;positive
alhamdulillah selamat berkarya salam dari vlog keluarga arsyla;youtube;neutral
sama asean allstars kok kalahh;tiktok;negative
mereka kaya hanya mengalah saja mungkin mereka gak serius kalo serius bisa kalah asean all star;youtube;positive
emyu main dimana aja kalah wkwkwk badut badut main di liga asia aja mana bisa menang wkw;youtube;negative
ga ada yang aneh mu emang secupu itu kak;tiktok;negative
bang dah bang;tiktok;neutral
lawan asia pun kalah apalagi liga champion;tiktok;negative
real mux perlu di hina dh memang hina;tiktok;negative
dengar cerita bola garnacho dah sampai indonesia;tiktok;negative
mu ada crwayne rooneyvan daer sar dan lain makanya jago bang;tiktok;neutral
rei mending ganti aja ke leeds united aja kawan wkwk;tiktok;negative
dibilang suru ganti jd warung pecel aja;tiktok;negative
seperti biasa sehat selalu kang semngat ngonten dan dilancarkan segala urusannya salam dari;youtube;negative
asian mi i yu qu;youtube;negative
kakang bilang ini manchester united ap madura united;tiktok;negative
garnaco tidur di tangan kakang rudianto;tiktok;neutral
katanya klub besar tapi kok kalah sama yang sepele;tiktok;negative
garnacho pun di kantongin sama kakang rudianto;tiktok;neutral
mu mah pak lawan ps tni aja kalah;tiktok;negative
ampun ampun;tiktok;negative
asean all star ni pon bukan yang selalu lineup utama kwkwkwkwkwk;tiktok;negative
belum indonesia all star;tiktok;neutral
gak ada mnariknya untuk ditonton;youtube;negative
pindah madrid yok mas yok atau kemana kek kasian bett gua liat mas kyle;tiktok;negative
untung bukan jay idzes yang main;youtube;neutral
emang paling bener di balikin ke liga inggris bjir;tiktok;negative
dikalahin tim yang baru kebentuk kemaren sore;tiktok;negative
ku kira bawak balik piala ternyata balik tido;tiktok;negative
coba mu main di liga indonesia bg mungkin juara mungkin;tiktok;negative
kalah sama tim yang dibentuk seminggu;tiktok;negative
mending nonton tarkam;youtube;negative
yakin lawan persib pasti kalah juga mu ini;youtube;negative
dikandang kalah bisa trending;youtube;negative
mana nih jongos indo g da yang bacot wkkk kasihan pemainnya g ke paket negeri tetangga sukses menyelenggarakan asean all stars dibilangnya sepi wkkkbentar lagi jongos indo akan gigit jari kalau dibantai sama china;youtube;negative
mau cocoknya main diliga;tiktok;negative
tunggu fokus utk musim depan king emyu kebanjiran trofi;tiktok;positive
dilihat segi bermaim mu itu kok gk serius amat yagk pake ngotot mainya;youtube;positive
mu suruh maen di liga aja;tiktok;negative
timnas indo lawan mu menang mana ya kirakira;tiktok;negative
kelemahan stadion di indonesia jika disorot kamera jelek gak pernah mau belajar dari stadion luar negeri yang indah dipandang saat ditonton di tv;youtube;neutral
komen sebelum ribuan;tiktok;neutral
mau sedih tapi sebenarnya gembira;tiktok;neutral
lawan persib bandung min;youtube;neutral
ingat ritual kita;tiktok;neutral
coba kalian terjemahkan captionnya;tiktok;neutral
tahun ini emang tahunnya maung;youtube;neutral
mu sekarang;youtube;negative
kalau king onana yang jaga confirm tak gol tu;tiktok;negative
dlu allstar eropa pun dilibas sekarang malah di ayam ayamin allstar asia;tiktok;negative
udah mengalah dari tottenham mau fokus untuk asean all star ehhhtaunya kalah;tiktok;negative
hiburan seru dan menguntungkan hanya di;youtube;negative
asean all star menang;tiktok;neutral
lagi gtm ya bunn;tiktok;neutral
puncak komedi nyesal banget gua ga nonton match ini;tiktok;negative
mu terlalu songong setan di jadikan logo azab mulai berjalan;youtube;neutral
saya pensiun jdi fans mu udah cukup persib aja;youtube;negative
gimana ya kalo di manchester masih ada ronaldo;tiktok;neutral
lah pantes lah asean all star menang org yg dilawannya aja klub papan bawah liga inggris;tiktok;negative
garnaco di kantonin kakang rudianto;tiktok;negative
semoga dibalas kyle kusumo;tiktok;neutral
baru berapa menit langsung views nyh beriburibu;tiktok;neutral
masih ada lawan hongkong;tiktok;positive
apalah kalah sama anak yg baru kerja kelompok;tiktok;negative
kenapa mu sering kalah tapi fans nya banyak juga bertanya dg nada lemah lembut;tiktok;negative
makkk bukan semua pemain utama dari masingmasing negara aja kalah mu kacau;youtube;negative
dulu lawan europa xi aja menang masa sekarang lawan asean all star aja kalah;tiktok;negative
gapaian sokong kelab loser;youtube;negative
sabar bg saya pasti diejek;tiktok;negative
wkwkwk emang badut ini tim anj;tiktok;negative
indonesia aja menang njir lawan asean all star dulu;tiktok;negative
owalah mu mu muapalagi km;youtube;negative
gpp broopemain mu yg dimainin pemain cadangan semua g pemain inti;tiktok;positive
malaysia boleh asean boleh;tiktok;neutral
gak ada seru serunya;youtube;negative
faizzfolker jangan lupa makan yg emyu;tiktok;negative
apalagi ful sekuad asean bisa;tiktok;negative
memalukan;youtube;negative
datang malaysia untuk sokong mu tapi kalah;tiktok;negative
udah orang asia dukung nya mu ya pasti kalah lah asean ni bosss;tiktok;negative
kocak manchester united lagi ada apa sih capek bet liat nya;tiktok;negative
cb diturunin lg skala nya dr asean ke timnas klo emyu msh kalah jg cb diturunin lg smpe kesebelasan skala erte wekekekekek;news;negative
x berturut turutgue harus kemana;tiktok;negative
garnacho dikantongin kakang;tiktok;negative
mesti dengan san marino kalah juga;tiktok;negative
bangun oii tiktok dah bisa komen foto;tiktok;neutral
ah cuma nyenengin aja kalau beneran kebantai;youtube;positive
wkwkwk sama asean all star aja kalah;tiktok;negative
udah gak ketolong;tiktok;negative
udah lah mending tidur tahun aja;tiktok;negative
d anak artis;tiktok;neutral
di hina tidak tumban di puji tidak pantas;tiktok;negative
aduhh bang garnacho;tiktok;neutral
emyu kalah udah biasa menang ngga mungkin;tiktok;negative
dikalahin asean wakkk;tiktok;negative
kemampuan sesuai peringkat sih lawan asean seadanya aja masih kalah;tiktok;negative
ardentblue bertaraf dunia tapi gak main di world cup buat apa;youtube;neutral
ah elah fun match doang;tiktok;positive
kekny mu vs persib menang persib deh;tiktok;negative
lawan pemain yg ga di panggil sama timnas nya aja kalah njirr;tiktok;negative
lu bilang mu comeback hahahahahaha;tiktok;negative
negara lawan negara itu;tiktok;negative
ada apa dengan mu;tiktok;positive
padan muka;tiktok;neutral
di google mu kok menang ya aku gak nonton bukan fans mu soalnya;tiktok;neutral
lapangannya std sepakbola maju kalo disini std tahun an;youtube;neutral
tau gitu mending dari awal dukung kakang sama malik risaldi;tiktok;negative
indomilk yeisciww ku kira bantai ternya;tiktok;neutral
mrbee lode makan dulu jangan sampai kau gak makan;tiktok;neutral
itu mungkin mereka sepele;tiktok;neutral
manchester united yg dlu bukanlah club yg kita kenal saat ini;tiktok;negative
parah sih;tiktok;negative
yang sabar ya bang harus semangat biar tim nya kalah tetap semangat ayo guys semangatin banng keyle biar semangat lagi tetap semangat bang;tiktok;positive
mu kalau begini mah layak masuk liga tarkam indonesia iv;news;negative
kakang persib bandung indonesia;youtube;negative
mu bermaksud;tiktok;negative
mereka pikir asean ngeluarin pemain tier padahal u;youtube;negative
tu la ckp banyak;tiktok;neutral
aguero is captainnnn salam dari malaysia;tiktok;neutral
kakang sm malik aja belum turun;tiktok;neutral
coba tes mu lawan persib;tiktok;negative
kalah menang itu hal yang wajar tapi kalo kalah mulu itu mu;tiktok;negative
bubar bubar ga ada lagi mu tahun depan wkwkwkw;youtube;negative
sudah tidak tertolong;tiktok;negative
cepet banget menit dah fyp lah gua;tiktok;neutral
aneuk aceh jakarta tuna;tiktok;neutral
lagu manise versi originalnya cek vt saya;tiktok;neutral
munyuk;youtube;negative
dulu gw fans emyu sejak tahun gw jadi fans realmadrid;tiktok;neutral
udah lh mu main di liga aja;tiktok;negative
kasihan;tiktok;negative
ferzz aduh tadi ngomong di mi anti kalah cnh;tiktok;neutral
mu sudah habis mereka beruntung tidak degradasi ke liga englandpenampilan tahun ini terburuk sepaniang masa;youtube;negative
mu aj ngerasain main di aff kn;tiktok;negative
emyu soal kalahkami menang;tiktok;negative
padahal ini satu nya jalan emyu bisa dapet tiket ucl loh;tiktok;neutral
aowkwwk semakin membenarkan jadi tim hina nih tim;tiktok;negative
emyu hebat karena di harab kan ronaldo jk;tiktok;negative
jadi myu itu kasianjadi di kasih menang aja;tiktok;negative
mu mau ngapain skrng;tiktok;negative
surat pengunduran diri jadi fans emyu;tiktok;negative
kalah sama kakang yang makan kangkung;tiktok;negative
eh bang bukan kah mu menang;tiktok;neutral
nda tau;tiktok;neutral
setiap kyle kusumo yang mendukung klub kalah teru dah;tiktok;neutral
kalah menang itu hal yang wajar;tiktok;positive
piala apalagi yang mau di angkat mu;tiktok;negative
dikantong kakang ada garnacho;tiktok;negative
masih jaman nge fans mu;tiktok;neutral
respect mutanpa dihina pun sudah hina;tiktok;negative
dugong merah;tiktok;negative
tim gede aja kalah sama pemain asean;tiktok;negative
king emyu fokus bubar;tiktok;negative
coba abang dukun asean al star;tiktok;neutral
sama bg aku sedih king mu kalah;tiktok;positive
lupakan tim badut itu mari kita nonton final uecl;tiktok;negative
masak kalah sama asean al stars;tiktok;negative
cintannya tetap ke asean walau kalian pake baju mu wakil indonesia terbaik;youtube;neutral
di hina tidak tumbang;tiktok;negative
menang kalah itu adatmu kalah itu tabiat;tiktok;negative
sebelum ribuan;tiktok;neutral
perasaan dulu ga gini;tiktok;negative
kasian itu;tiktok;negative
sama persib juga menang persib;tiktok;negative
gas buka warung pecel ga seh;tiktok;negative
kyle kusumo menyukai komentar andamisalnya;tiktok;neutral
siap siap degradasi dah mu;tiktok;negative
bun;tiktok;neutral
masuk liga super je la natang;youtube;negative
kasian;tiktok;negative
maksud gw tuh kok bisa kalah;tiktok;positive
kalah sama tim hari dibentuk gk percaya aku;tiktok;negative
di gol in orang myanmar loh cik;tiktok;negative
gass untuk fans mu yg ingin menonton live antara mu vs hongkong nanti malam akan live di tik tok jam jgn sampai kelewatan;tiktok;neutral
pelatih hebat itu bisa memanfaatkan pemain yang adascotsancho pegang trophy di mu pelatih kurang percaya sama pemain ini;youtube;neutral
ga tau lagi gua ama tim ini mending ke liga aja mu;tiktok;negative
kata gua ap mending buka warung pecel lele;tiktok;negative
kalah lagi kalah lagi yasudah lah;tiktok;negative
tag erik tohir buat di ajak piala presiden;tiktok;negative
mu memang sengaja mengalah lagian mu mainx setengah hati;youtube;positive
sungguh malaz;tiktok;negative
makanlah sikit;tiktok;negative
gk di tayangin tv nasional;youtube;neutral
bro asean skrg bukan asean yg dulu skrg sudah berkembang pesat;tiktok;positive
dastan satbaev;tiktok;neutral
jauh ke malaysia cuma buat kalah;tiktok;negative
bang cepetan ke goa;tiktok;negative
akumah persib;tiktok;negative
jangan lah sedih;tiktok;neutral
kalah gak sih emyu bot;tiktok;negative
kalah menang itu hal yg wajar;tiktok;positive
mason thannjdi uda resmi ya aas teamaston villabilbaomancityevertonlyon mereka lwn emyu aja gbsa win kalah ma aas wkkk;tiktok;negative
mau kasian tapi gimana y gua harep season depan degdradasi biar yg punya mu tuh mikir kalo clubny tuh ancur;tiktok;negative
malu g tu;youtube;negative
hati lu busuk la bab;youtube;neutral
munyuk;tiktok;negative
aib inggris sudh tdk bisa tertolong;tiktok;negative
ini mu kalo main di liga pasti masih jagoan psis;tiktok;negative
no seperti baloteli pemain psm makasar;tiktok;negative
kalah sama tim yang baru dibentuk hari;tiktok;negative
emang mu mah bot;tiktok;negative
tenang musim depan mu angkat piala;tiktok;positive
malik risaldi gacor ya bang ya;tiktok;neutral
lawannya tim medioker wajar menang;tiktok;negative
malu kalau aku di kantongin kakang wkwkw k;tiktok;negative
temen kampus gue aja sampe bikin grup bahas doang;youtube;negative
mu masuk goa;tiktok;negative
mungkin mungkin mungkin kahhh emyu menang;tiktok;negative
pdhl sengaja di utus tuk menaklukkan asean stlah gagal ke kejuaraan eropa musim depan tapi hasilnya tetap zonk beraat;tiktok;negative
mu menang bg;tiktok;neutral
ckyy ya allahh kalah kecewe berat saya;tiktok;negative
kalah sudah biasa seri luar biasa menang ga mungkin;tiktok;negative
selamat aseaaanndan mu kelihatan sangat lemahmalas ngejar bolapantes kalau mu sekarang tdak begtu di perhitungakan;youtube;negative
pei pake v tenang emben melok piala presiden;tiktok;negative
tetel bellingham apa berita poksehat tk;tiktok;neutral
kelakar la pasukan ni;tiktok;negative
semangat tetep ggmu bng;tiktok;positive
satu detik;tiktok;neutral
mu yang asli cuma;tiktok;negative
kalah manchester united makan makan;tiktok;negative
dokter tirta tertawa;tiktok;negative
emyu beban;tiktok;negative
asen all star adalah tim sepak bola vietnam yang memenangkan manchester united;tiktok;negative
orang orang tanggal merah pada senang kecuali mod fens emyu saat ini;tiktok;negative
tapi menurut gwe mu tadi main bagus masih bisa nahan aas cuma kebobolan gol;tiktok;positive
besok coba ama liga tarkam siapa tau mu bisa menang;tiktok;negative
pingpong titik paling hina dikalahkan sekumpulan penghuni aff;tiktok;negative
klo menurut aku mu sengaja mengalah;tiktok;positive
malu bg;tiktok;negative
udah biasa itu dia;tiktok;negative
yuk siapa yang ikut aku risen jadi fans mu;tiktok;negative
tiati ges disuruh klarif;tiktok;neutral
pemain indo gak main wkwk;tiktok;negative
udah hina tambah hina pulak;tiktok;negative
sebelum ribuan;tiktok;neutral
tim ini kenapa sih;tiktok;negative
mayathidup;tiktok;negative
kalah menang adat permainan kalau mu udah tabiat;tiktok;negative
manchester united yang dinilai terlalu tinggi;youtube;negative
mu kalah;youtube;negative
macam tak serius mu main;youtube;positive
kayak nya stiap orang ini dukung klup bola pasti kalah;tiktok;neutral
bubar;youtube;negative
mu senior apa mu u atau u;youtube;negative
emyu mending main di liga kaltim aj sudah ga cocok di epl;tiktok;negative
mu bot sama man city aja;tiktok;negative
altay bayindir menjadi satu satunya pemain yang tidak main di pertandingan ini;tiktok;neutral
katanya mau trebele;tiktok;negative
gk terima gw mu kalah;tiktok;negative
menang kalah itu adatmu kalah itu kebiasaan;tiktok;negative
king emyu fokus liga dangdut;tiktok;negative
mu tim apaan;tiktok;negative
kasiaannn banget mu;tiktok;negative
day emyu menangis;tiktok;negative
ada yg aneh;youtube;positive
malik merayakan kemenangan di surabaya;tiktok;neutral
niat juara aff tapi kalah sama lagi sama score europa league;tiktok;negative
apalagi ketemu king indo bjir;tiktok;negative
itu mah bukan asean all star tapi all asean;tiktok;neutral
dah king mu masuk liga indo aja auto jadi paling atas klasmen nya;tiktok;negative
bro jangaan menghina suatu hari nanti kita yang kalaah;tiktok;negative
tukar club bang jangan sakitkan hati sendiri makan tak kenyang tidur tak lena mandi tak basah;tiktok;negative
dikalahin tim baru netes wkwkwk ketawa banget gue;tiktok;negative
vibesnya biasa ajabeda klo lagi di gbk;youtube;neutral
makan la bangkesian fans menyu beratur panjang masuk stadium lambat seat xde last nampak team yg baru training hari menang;tiktok;negative
bapuk;youtube;negative
udah bener pergi makan malam;tiktok;negative
coba aja kiper nya de gea behhh tetap masuk sihh udh depan gawang gitu mana bek nya liatin doang wkwkwk;tiktok;negative
puncak komedi mu kalah sama tim asean all star yang gak ada starstarnya dan juga itu lapis kedua yg jago pada di simpan negaranya masing buat kualaifikasi pildun sama afc masih tetep aja kalah jirr muu muu;tiktok;negative
kan beda jaman bgg;tiktok;neutral
pasti upload video nya jam asean vs munyu ya;tiktok;neutral
san mahesa yezan el kenzotoxic pesona indonesia pdi perjuangan tiktok sedih wak;tiktok;negative
lahhh tepongkeng lagi kan munyuk munyuk;tiktok;negative
level terendah laki laki fans mu;youtube;negative
anjay itu johor menang;tiktok;negative
fans mu tidak ada berani buka medsos;tiktok;neutral
lawan persib gw megang persib bakal ez win;tiktok;negative
asean all star juga bukan pemain utama asean seperti chanatip jay thom faisal halim gelandang vietnam nguyen van spalah namanya itu;tiktok;negative
lawan persib jg paling kalah mu;youtube;negative
patrik dorgu kan;tiktok;neutral
gagal jadi king asean;tiktok;negative
enak beut goalnya;tiktok;negative
untung ga lawan europa xii mungkin mu sekarang di bantai;tiktok;negative
kalah sama team yang baru latihan minggumimpi buruk apa mu;youtube;negative
puad jan lupa maem ngab;tiktok;negative
tenang masih ada piala presiden;tiktok;negative
aturan jangan lawan skuat emyu;tiktok;negative
itu baru lawan asean all starbelum;tiktok;negative
mu kasiyan deh;youtube;negative
persib aja pasti menang kalo lawan asean all star;tiktok;negative
setan nya kena nerf karna asean pake dukun;tiktok;negative
bahkan klo d suruh main d liga mungkin bakal kalah;news;negative
garnacho di tempel malik;youtube;negative
ga dihinapun sudah hina;tiktok;negative
kalah menang itu hal yg wajar;tiktok;positive
mending mumalit united;tiktok;negative
sebelum ratusan;tiktok;neutral
mu tuh club apa ya;tiktok;negative
ya di acak acak asean;tiktok;negative
baru selesai langsung buat tt;tiktok;neutral
kangen era ini;tiktok;positive
sudah;tiktok;neutral
maen tarkam aj mu haha;tiktok;negative
bahkan sekelas piala give away aja mu gasanggup dapetin wkwkw;youtube;negative
tabiat mu adalah kalah;tiktok;negative
munyuk munyuk;tiktok;negative
namanya pertandingan kalo kalah ya kalah;youtube;positive
karma klub aib inggris ngimpi lu bangkit kayak dulu badut liga badut eropa ucl;youtube;negative
padahal asean bukan pemain inti;tiktok;negative
udah woi jangan ngejekin lagibang sabar ya gw juga dukung mu kok;tiktok;positive
tim apa ini kalau mulu;tiktok;negative
menang kalah itu adat mu kalah itu tabiat;tiktok;negative
besok lawan mitrakukar mu coba;tiktok;negative
k xao ti pen iu ny;tiktok;neutral
tanding sama abang abang desa aja lah kau mu;tiktok;negative
kalah sama klup yang baru lahir minggu;tiktok;negative
menjadi patung kah;tiktok;negative
kasian banget;tiktok;negative
gk papa mu bisa berjuang lagi;tiktok;positive
mu sejak dulu gak ada apaapanya;news;negative
mu tim apaan si;tiktok;negative
main liga aja anj;tiktok;negative
sudah gw bilang banggg jangan selalu di puji puji bg setiap lu puji puji pasti kalah bangg;tiktok;neutral
hermanipoetiyaa anjay zuzur gw ekspektasi gw masih penuh lah minimal gak sepi sepi amet lah ini sepi amet yak;youtube;neutral
tetap setia sejak ggmu;youtube;positive
mu kalah lawan tim dadakan asean;youtube;negative
padahal bintang asean ga semua nyamu kalah berarti sepak bola asia sudah maju pesat;youtube;positive
lawan ssb dulu aja mu;tiktok;negative
opicktfahrimaujadibatman ryan;tiktok;neutral
btw dah bisa komen foto loh;tiktok;neutral
zethkapan tsunami tropy;tiktok;positive
kau tulis surat resign jadi mu fan dah la lagi senang;tiktok;negative
mu jd tim kacangan sm asean kalah pantes aja betah di papan bawah;youtube;negative
jangan dihina mukerna sudah hina;tiktok;negative
sesat;tiktok;negative
udah bg bahas sejarah aj;tiktok;negative
lupa ada sang bek juara di asean;tiktok;neutral
aku aj sampe di ledekin tmn aku;tiktok;negative
kalah menang itu hal wajartapi kalah nya sama;tiktok;positive
menang dari eropa itu pemainya bagus seperti ronaldo rooney van der sar coba liat emyu sekarang;tiktok;negative
memang lah mu dah takde anthony kalau ada all star asean kalah ngan malaysia pun kalah ke;tiktok;negative
bahkan level mu d bawah asean;tiktok;negative
kalah sama club yg baru jadi seminggu;tiktok;negative
pertama;tiktok;neutral
boleh join piala bank muamalat sbb team pun sama palat;tiktok;negative
hah kasian tidak juara;tiktok;negative
kakang sm malik aja belum turun;tiktok;negative
jadiin club malam aja udh bener;tiktok;negative
povkakang lah gua mah minggu trophy;tiktok;negative
besok galatama suruh ikut sekalian sapa tau juara;tiktok;negative
bisa bisanya kalah sama pemain amatir bjir;tiktok;negative
pertama bang;tiktok;neutral
lebih sulit lawan mu lokal;tiktok;negative
setiap hari ada aja kejutan dari bikin semangat;youtube;positive
jauh ke malaysia cuma buat kalah;tiktok;negative
pengen ketawa tapi takut masuk goa;tiktok;negative
masuk gua sana;tiktok;negative
lawan mitra kukar sepertinya gak bakal menang juga ini;tiktok;negative
di tempat ibadah umat kristen ada salib cross;youtube;neutral
mu udah gak bisa di tolong lagi anj;tiktok;negative
asean menang;tiktok;neutral
bukan masalah jago asean cuman liat aja mu pemain nya siapa aja bro;tiktok;positive
itu dorgu bg kyle;tiktok;neutral
padahal udah berharap besar mu bisa angkat tropi piala merdeka;tiktok;positive
bang nanti dukung china dulu ya bang soalnya tim abg dukung selalu kalah;tiktok;neutral
katanya nya kasih terbaik amorin;tiktok;negative
bawa ke barak kk cepat;tiktok;negative
keadaan nya sekarang mu;tiktok;negative
wkwkwk klub sejago emyu aja kalah lawan asean all star;tiktok;negative
udah degradasi aja udah ke liga;tiktok;negative
ternyata berani kata papa bukan gelut tapi jadi fans mu;tiktok;negative
cape dari indo ke inggris buat nonton mu kalah;tiktok;negative
fans mu bilang lapis kedua;tiktok;negative
kabayang mun mu lawan persibsabaraha jendol;youtube;negative
tadi senang kali bg;tiktok;neutral
makan dulu ya;tiktok;neutral
buat fans mu ngetiknya jgn sambil nangis;tiktok;neutral
bang lain kali jangan pilih mu hahahha kalah;tiktok;negative
kalo dulu mu lawan malaysia menang mu lawan europe allstar pun menang sekarang cuman lawan asean udh kayak apa;tiktok;positive
yaallah angkat lah derajat manchester united;tiktok;positive
udah tau mu gk seperti dulu msih aj ditonton;tiktok;negative
tim setara klasmen nya semen padang;tiktok;negative
halah baru preseason ga dapat apa ngapain menang;tiktok;positive
santai broo musim depan sunami trophy;tiktok;positive
mu main aja di liga;tiktok;negative
mu bukan kalengkalengtapi udah level keresek tipis wkkwkkk;news;negative
sape yg amik sign player mu tu semua dah bole dduk dlm gua ramai;tiktok;neutral
mainnya kek sesuai duit aja;tiktok;negative
tuan malaysia tetap di atas dalam segala halkonoha di tapak kaki aja;youtube;neutral
ternyata sekejam itu aff;tiktok;negative
bang lu ke malay;tiktok;negative
dulu ini klub besar sekarang seperti tim medioker filosofi klub udah gak ada lagi;youtube;negative
belum pemain inti itu bang;tiktok;positive
bener udah ga ada harapan;tiktok;negative
prestasi muyuk musim ini lolos dari degradasi saja mana nih pemuja muyukk ayoo keluar;tiktok;negative
eropa xi kalah sama mu mu kalah sama asean all star asean all star kalah sama timnas indonesia;tiktok;negative
kalah mulu mu semangat bursa transfer bel pemain yang bener;youtube;positive
tapi kalah terus mah aku cape liat nya;tiktok;negative
baru tadi kalah udh banyak yg nonton;tiktok;negative
malik siapa;youtube;neutral
mu ini sebenarnya tipis aja nasib y dengan negara indo nihh sama gak ada harapan untuk waktu dekat ini serta beberapa zaman akan datang;tiktok;positive
kenpa sih madura united pengen lawan asean all stars kemarin aja lawan tottenham aja kalah;tiktok;negative
gpp bang musim depan king emyu otewe tsunami trofi;tiktok;positive
nananya tak ada garnaco bruno kasemiro maguayer;tiktok;negative
padahal kiper all asean star biasa biasa dan jadi candagan di malaysia;tiktok;negative
mu lawan tim tarkam pasti kalah juga;tiktok;negative
udh dibilang jual pecel lele aja;tiktok;negative
kalah menang itu adat pertandingan tapi kalau mu itu tabiat;tiktok;negative
fix terbukti king mu tidak cocok main di epl;tiktok;negative
cambodia join team asian all star;youtube;neutral
k kiim yg makan lerr;tiktok;negative
udah tau heaton tua malah dimainin;tiktok;negative
asean lebih keras ya;youtube;negative
pemilik dunia pemilik akhirat pengatur dunia pengatur akhiratada hal yang berlaku di seluruh dunia international bahasa international bahasa inggris dari inggris percaya kepada allah bernama tuhan yesus pencipta dunia mata uang international us dari amerika serikat percaya kepada allah bernama tuhan yesus pencipta dunia kalender internationalkalender tahun masehi hari ini mei masehimasehimesiastuhan yesus lagu kebangsaan semua negara harus punya lagu kebangsaan lagu kebangsaan indonesia indonesia rayacara beribadah umat kristen ada lagu keselamatan hal hal keselamatan untuk manusia yang dipakai hampir diseluruh dunia international pakai bahasa international bahasa inggris zebra cross do not cross police linered cross international palang merah international;youtube;neutral
najwaaisyahzltau kan skrg knp dia bisa dikantongi asnawi wkt lawan argentina;youtube;negative
tujuan utamanya khan emang cari cuan bukan cari menang;news;positive
pertama ni;tiktok;neutral
menyediakan platform untuk pembelajaran berkelanjutan;youtube;neutral
semalam tengok gembira tapimakan la sikit nanti sakit;tiktok;negative
pertama;tiktok;neutral
gak wajar inimah;tiktok;positive
bang coba bikin tim terbaik mu pake filter;tiktok;negative
kakang rudianto is the best;youtube;neutral
mau angkat pialanya di eropa angkat piala di asean aja gk bisa;tiktok;negative
goal from tung tung sahur;youtube;negative
kasihan yg taruhan;tiktok;negative
ada mode dari sulit hingga ter mu;tiktok;negative
ini mah dibawahnya hina;tiktok;negative
udah bener dagang pecel lele anjir;tiktok;negative
mu kalo pengen kembali ke masa jaya nya dulu harus rombak pull scuad rombak semua bagian stap kepelatihanmanagerdll nya;youtube;positive
tanda tanda masuk liga;tiktok;negative
niatnya asean all star itu tim dadakan biar gampang dikalahin mu eh malah kebalikan jauh lebih bagus malut united deh;tiktok;negative
mainnya klemak klemek pantes peringkat;tiktok;negative
sblum ribuan;tiktok;neutral
woooow kemenangan besar di senangnya;youtube;neutral
tadi semangat sekarang sedih;tiktok;negative
padan muka;tiktok;neutral
makan lah makan la kalah malaysia ni boss;tiktok;negative
mu skrng tidak segacor dulu lagi;tiktok;negative
kenapa myu kalah;tiktok;neutral
sepertinya tim lu emg beneran kena kutukan deh;tiktok;positive
udah udah mu cocok di liga dah;tiktok;negative
ronaldo nya gk ada mu jadi sampah lh;tiktok;negative
nath serenade aku jadi sedihhik hik hik;news;neutral
bini nya gk pernah salah;tiktok;neutral
king eropa sedang beristirahat bang tunggu waktunya ia bangkit maka di ayam ayamin itu duo dari spanyolyang punya mahkota tapi bukan raja dan gak punya mahkota tapi ngaku raja tau kan apa dua club itu;tiktok;negative
rikko adrian rianda duwi anugraha febrihas gogo;tiktok;neutral
lawan pss sleman juga manchester united belum tentu menang;tiktok;negative
bun;tiktok;neutral
lah mu kalah sama kendaraan nya prabowo eh kendaraan nua sty;tiktok;neutral
pemain mu ngak serius maennya kayak orang pemanasan mau latihan;youtube;positive
kalah menang hal yang wajar ini kalah gk wajar jirr;tiktok;negative
gw mimpi mu menang tapi malah sebaliknya;tiktok;neutral
man utd are back haha;tiktok;negative
enggak kalah;tiktok;positive
